term,estimate,std_error,t_value,pr(>|t|),25pct,975pct,model,outcome,n,pct_change
multi_prop_owner,0.23868079871783188,0.03152236370691345,7.571792551377887,3.68594044175552e-14,0.176898101144709,0.30046349629095476,bisg_ppml_ecb,ECB citations 2020-26,458649,26.95732224984624
p_black,-0.03580813279653266,0.05267498180949294,-0.679793928093572,0.49663495185688755,-0.13904920002944132,0.06743293443637602,bisg_ppml_viol,disposition violations 2020-26,458445,-3.5174605924615743
p_hispanic,0.016675364049845737,0.04582242933832417,0.3639127015009456,0.7159231996234228,-0.07313494713740121,0.10648567523709268,bisg_ppml_viol,disposition violations 2020-26,458445,1.6815173978993236
p_asian,0.11090248915070347,0.040948510875039604,2.708339980643953,0.006762071234583722,0.030644882615079097,0.19116009568632786,bisg_ppml_viol,disposition violations 2020-26,458445,11.728595404021824
owner_occ_star,-0.14634239946963432,0.025500905831830668,-5.738713770981705,9.539829370908137e-09,-0.19632325647316987,-0.09636154246609877,bisg_ppml_viol,disposition violations 2020-26,458445,-13.613813330458935
era_pre1940,0.3150792274553933,0.044468147109892366,7.0855038478835315,1.3853362901272703e-12,0.22792326066077534,0.40223519425001125,bisg_ppml_viol,disposition violations 2020-26,458445,37.036787741609814
era_4079,0.049702149126319116,0.04684014118896689,1.0611016078240678,0.28864372726758836,-0.04210284063482716,0.14150713888746538,bisg_ppml_viol,disposition violations 2020-26,458445,5.0958020988696395
era_8099,-0.27047100979681105,0.07915395996841042,-3.4170243649812773,0.0006330961329465978,-0.4256099205686207,-0.11533209902500141,bisg_ppml_viol,disposition violations 2020-26,458445,-23.697998021899956
era_unknown,1.093429677435629,0.23464335575181336,4.659964369893217,3.1626412453356068e-06,0.6335371509504553,1.5533222039208026,bisg_ppml_viol,disposition violations 2020-26,458445,198.4492385980356
mixed_use,0.6532219243128091,0.04464491496285191,14.631496663311852,0.0,0.565719498892766,0.7407243497328523,bisg_ppml_viol,disposition violations 2020-26,458445,92.17225096891421
mzone,0.032429260303672595,0.11888743162368215,0.27277282266742775,0.7850278519675844,-0.20058582389321275,0.2654443445005579,bisg_ppml_viol,disposition violations 2020-26,458445,3.2960819224719495
multi_bldg,-0.013758849239425684,0.022670794984297124,-0.6068975194277801,0.5439189244349161,-0.058192790909539355,0.030675092430687986,bisg_ppml_viol,disposition violations 2020-26,458445,-1.3664628889428543
log2_area_per_unit,0.36520035004059614,0.03295396649800856,11.082136351102546,0.0,0.3006117625567598,0.4297889375244325,bisg_ppml_viol,disposition violations 2020-26,458445,44.080264410237604
value_rank,-0.1858098183833807,0.07855128658179107,-2.3654586254282073,0.018007755293741212,-0.33976751102297564,-0.031852125743785764,bisg_ppml_viol,disposition violations 2020-26,458445,-16.956848722748298
any_prior_viol,0.7597331232817217,0.0230824800917786,32.91384289127231,0.0,0.7144922936279728,0.8049739529354706,bisg_ppml_viol,disposition violations 2020-26,458445,113.77056404969652
