block,split,series,month,n_at_risk,n_events,hazard_per100,se_per100,ci_low_per100,ci_high_per100,n_jobs,months_used,peak_month,peak_per100,peak_month_ma3,wmean_month,h_avg_m0_5,h_avg_m6_11,h_avg_m12_23,h_avg_m24_36,front_ratio_0_5_over_24_36
hazard,New Building,monitoring,9.0,11891.0,1253.0,10.537381212681861,0.5942221787192679,9.372705742392096,11.702056682971627,,,,,,,,,,,
hazard,New Building,monitoring,10.0,11090.0,1231.0,11.100090171325519,0.6325263053317572,9.860338612875275,12.339841729775763,,,,,,,,,,,
hazard,New Building,monitoring,11.0,10320.0,1042.0,10.0968992248062,0.6150978724463659,8.891307394811324,11.302491054801077,,,,,,,,,,,
hazard,New Building,monitoring,12.0,9607.0,1079.0,11.231393775372124,0.728072315572331,9.804372036850356,12.658415513893893,,,,,,,,,,,
hazard,New Building,monitoring,13.0,7689.0,834.0,10.846664065548186,0.7613148747717905,9.354486910995476,12.338841220100896,,,,,,,,,,,
hazard,New Building,monitoring,14.0,7067.0,729.0,10.315551153247489,0.717998451913469,8.908274187497089,11.722828118997889,,,,,,,,,,,
hazard,New Building,monitoring,15.0,6511.0,661.0,10.152050376286285,0.7446952674519567,8.69244765208045,11.61165310049212,,,,,,,,,,,
hazard,New Building,monitoring,16.0,5991.0,616.0,10.28208980136872,0.7528968213169251,8.806412031587547,11.757767571149893,,,,,,,,,,,
hazard,New Building,monitoring,17.0,5461.0,605.0,11.078557040835012,0.9882865836727872,9.141515336836349,13.015598744833675,,,,,,,,,,,
hazard,New Building,monitoring,18.0,4999.0,459.0,9.181836367273455,0.7576705161346047,7.69680215564963,10.66687057889728,,,,,,,,,,,
hazard,New Building,monitoring,19.0,4548.0,440.0,9.674582233948989,0.913867508565969,7.88340191715969,11.465762550738289,,,,,,,,,,,
hazard,New Building,monitoring,20.0,4147.0,425.0,10.248372317337836,1.0588496255525341,8.17302705125487,12.323717583420802,,,,,,,,,,,
hazard,New Building,monitoring,21.0,3763.0,419.0,11.134732925857028,1.1308877064737317,8.918193021168515,13.351272830545541,,,,,,,,,,,
hazard,New Building,monitoring,22.0,3377.0,324.0,9.594314480307965,1.0135276317241477,7.607800322128635,11.580828638487294,,,,,,,,,,,
hazard,New Building,monitoring,23.0,3020.0,353.0,11.688741721854305,1.2669084689128334,9.20560112278515,14.171882320923459,,,,,,,,,,,
hazard,New Building,monitoring,24.0,2724.0,250.0,9.177679882525698,1.0872940924220202,7.046583461378539,11.308776303672857,,,,,,,,,,,
hazard,New Building,monitoring,25.0,2338.0,213.0,9.110350727117195,1.0259113870159704,7.099564408565893,11.121137045668497,,,,,,,,,,,
hazard,New Building,monitoring,26.0,2081.0,192.0,9.226333493512733,1.5430237788674857,6.202006886932462,12.250660100093004,,,,,,,,,,,
hazard,New Building,monitoring,27.0,1849.0,185.0,10.005408328826393,1.2485078401473817,7.558332962137525,12.45248369551526,,,,,,,,,,,
hazard,New Building,monitoring,28.0,1655.0,148.0,8.942598187311178,1.2890755120396111,6.41601018371354,11.469186190908816,,,,,,,,,,,
hazard,New Building,monitoring,29.0,1477.0,92.0,6.2288422477995935,0.9017082150213327,4.461494146357781,7.996190349241406,,,,,,,,,,,
hazard,New Building,monitoring,30.0,1271.0,85.0,6.6876475216365066,1.1152121151697618,4.501831775903773,8.873463267369239,,,,,,,,,,,
hazard,New Building,monitoring,31.0,1102.0,75.0,6.8058076225045365,1.1150404251275374,4.6203283892545635,8.99128685575451,,,,,,,,,,,
hazard,New Building,monitoring,32.0,966.0,71.0,7.349896480331262,1.6064359326833089,4.201282052271977,10.498510908390546,,,,,,,,,,,
hazard,New Building,monitoring,33.0,873.0,73.0,8.36197021764032,1.2238471766068197,5.963229751490953,10.760710683789686,,,,,,,,,,,
hazard,New Building,monitoring,34.0,764.0,69.0,9.031413612565444,1.6382581303152135,5.8204276771476255,12.242399547983263,,,,,,,,,,,
hazard,New Building,monitoring,35.0,663.0,57.0,8.597285067873303,2.0299885393997674,4.618507530649759,12.576062605096848,,,,,,,,,,,
hazard,New Building,monitoring,36.0,579.0,54.0,9.32642487046632,1.8269279407599153,5.745646106576887,12.907203634355755,,,,,,,,,,,
hazard,New Building,statutory,0.0,16451.0,923.0,5.6106011792596195,0.3096058965452236,5.003773622030981,6.217428736488258,,,,,,,,,,,
hazard,New Building,statutory,1.0,16201.0,1260.0,7.777297697672983,0.3986570856635137,6.9959298097724965,8.55866558557347,,,,,,,,,,,
hazard,New Building,statutory,2.0,15890.0,1578.0,9.930774071743235,0.47967760365120643,8.99060596858687,10.8709421748996,,,,,,,,,,,
hazard,New Building,statutory,3.0,15561.0,1943.0,12.486344065291433,0.5566917805009732,11.395228175509526,13.57745995507334,,,,,,,,,,,
hazard,New Building,statutory,4.0,15260.0,2193.0,14.370904325032766,0.5693076625960479,13.255061306344512,15.48674734372102,,,,,,,,,,,
hazard,New Building,statutory,5.0,14852.0,1590.0,10.705628871532454,0.44914360971146106,9.82530739649799,11.585950346566918,,,,,,,,,,,
hazard,New Building,statutory,6.0,14270.0,1153.0,8.079887876664332,0.47575116132055495,7.147415600476044,9.012360152852619,,,,,,,,,,,
hazard,New Building,statutory,7.0,13673.0,804.0,5.880201857675711,0.3902967396089907,5.11522024804209,6.645183467309333,,,,,,,,,,,
hazard,New Building,statutory,8.0,12744.0,753.0,5.9086629001883235,0.4259534476290438,5.073794142835398,6.743531657541249,,,,,,,,,,,
hazard,New Building,statutory,9.0,11891.0,555.0,4.667395509208645,0.37168428337156717,3.9388943138003736,5.395896704616916,,,,,,,,,,,
hazard,New Building,statutory,10.0,11090.0,551.0,4.968440036068531,0.38960039604862284,4.20482325981323,5.732056812323831,,,,,,,,,,,
hazard,New Building,statutory,11.0,10320.0,512.0,4.961240310077519,0.4205029673539553,4.137054494063767,5.785426126091272,,,,,,,,,,,
hazard,New Building,statutory,12.0,9607.0,449.0,4.67367544498803,0.47927832377320034,3.734289930392557,5.613060959583502,,,,,,,,,,,
hazard,New Building,statutory,13.0,7689.0,320.0,4.161789569514891,0.3805534342600124,3.4159048383652664,4.907674300664516,,,,,,,,,,,
hazard,New Building,statutory,14.0,7067.0,297.0,4.202631951323051,0.375348735808719,3.4669484291379615,4.9383154735081405,,,,,,,,,,,
hazard,New Building,statutory,15.0,6511.0,320.0,4.914759637536477,0.48368233531177923,3.9667422603253897,5.862777014747564,,,,,,,,,,,
hazard,New Building,statutory,16.0,5991.0,280.0,4.673677182440327,0.8751440492505339,2.958394845909281,6.388959518971374,,,,,,,,,,,
hazard,New Building,statutory,17.0,5461.0,200.0,3.662332906061161,0.5827500704661948,2.5201427679474193,4.8045230441749025,,,,,,,,,,,
hazard,New Building,statutory,18.0,4999.0,230.0,4.6009201840368075,0.5936128177312994,3.4374390612834604,5.7644013067901545,,,,,,,,,,,
hazard,New Building,statutory,19.0,4548.0,158.0,3.4740545294635004,0.4391441702069636,2.6133319558578516,4.334777103069149,,,,,,,,,,,
hazard,New Building,statutory,20.0,4147.0,168.0,4.051121292500603,0.5167205342648713,3.038349045341455,5.06389353965975,,,,,,,,,,,
hazard,New Building,statutory,21.0,3763.0,135.0,3.587563114536274,0.4585851953928043,2.688736131566378,4.48639009750617,,,,,,,,,,,
hazard,New Building,statutory,22.0,3377.0,131.0,3.87918270654427,0.5874455531340728,2.7277894224014876,5.030575990687052,,,,,,,,,,,
hazard,New Building,statutory,23.0,3020.0,98.0,3.245033112582781,0.46487766775958844,2.3338728837739877,4.156193341391575,,,,,,,,,,,
hazard,New Building,statutory,24.0,2724.0,127.0,4.662261380323055,0.597921044818674,3.4903361324784536,5.8341866281676555,,,,,,,,,,,
hazard,New Building,statutory,25.0,2338.0,77.0,3.293413173652695,0.5647786830471657,2.1864469548802505,4.4003793924251395,,,,,,,,,,,
hazard,New Building,statutory,26.0,2081.0,50.0,2.4026910139356077,0.44234035032052754,1.5357039273073738,3.2696781005638416,,,,,,,,,,,
hazard,New Building,statutory,27.0,1849.0,101.0,5.462412114656571,1.0531243369574053,3.398288414220057,7.5265358150930854,,,,,,,,,,,
hazard,New Building,statutory,28.0,1655.0,39.0,2.3564954682779455,0.48937996106690246,1.3973107445868167,3.3156801919690744,,,,,,,,,,,
hazard,New Building,statutory,29.0,1477.0,53.0,3.5883547731888963,0.7338854673550157,2.1499392571730658,5.026770289204727,,,,,,,,,,,
hazard,New Building,statutory,30.0,1271.0,52.0,4.091266719118805,0.8256731942078541,2.4729472584714105,5.709586179766198,,,,,,,,,,,
hazard,New Building,statutory,31.0,1102.0,58.0,5.263157894736842,1.466319203298994,2.3891722562708133,8.13714353320287,,,,,,,,,,,
hazard,New Building,statutory,32.0,966.0,66.0,6.832298136645963,2.238160824747719,2.4455029201404335,11.219093353151493,,,,,,,,,,,
hazard,New Building,statutory,33.0,873.0,31.0,3.5509736540664374,0.94825463276819,1.692394573840785,5.40955273429209,,,,,,,,,,,
hazard,New Building,statutory,34.0,764.0,44.0,5.7591623036649215,1.2873295852108597,3.2359963166516366,8.282328290678207,,,,,,,,,,,
hazard,New Building,statutory,35.0,663.0,30.0,4.524886877828054,1.3759121623133639,1.828099039693861,7.221674715962248,,,,,,,,,,,
hazard,New Building,statutory,36.0,579.0,23.0,3.9723661485319512,0.9773477459362858,2.056764566496831,5.8879677305670715,,,,,,,,,,,
hazard,New Building,incidents,0.0,16451.0,686.0,4.169959272992523,0.40436089852417917,3.3774119118851322,4.962506634099914,,,,,,,,,,,
hazard,New Building,incidents,1.0,16201.0,810.0,4.999691377075489,0.5084754570741084,4.0030794812102375,5.996303272940741,,,,,,,,,,,
hazard,New Building,incidents,2.0,15890.0,767.0,4.826935179358087,0.545540722310316,3.757675363629868,5.896194995086306,,,,,,,,,,,
hazard,New Building,incidents,3.0,15561.0,693.0,4.4534412955465585,1.2716024639371182,1.9611004662298068,6.94578212486331,,,,,,,,,,,
hazard,New Building,incidents,4.0,15260.0,460.0,3.014416775884666,0.27742618762577315,2.470661448138151,3.5581721036311813,,,,,,,,,,,
hazard,New Building,incidents,5.0,14852.0,475.0,3.198222461621331,0.33373157107271656,2.5441085823188065,3.852336340923855,,,,,,,,,,,
hazard,New Building,incidents,6.0,14270.0,415.0,2.908199018920813,0.3456091252049096,2.2308051335191905,3.5855929043224357,,,,,,,,,,,
hazard,New Building,incidents,7.0,13673.0,316.0,2.311124113215827,0.26341655058578384,1.7948276740676907,2.827420552363963,,,,,,,,,,,
hazard,New Building,incidents,8.0,12744.0,315.0,2.4717514124293785,0.30112262070194806,1.8815510758535603,3.0619517490051966,,,,,,,,,,,
hazard,New Building,incidents,9.0,11891.0,232.0,1.951055420065596,0.23254968248044572,1.4952580424039223,2.40685279772727,,,,,,,,,,,
hazard,New Building,incidents,10.0,11090.0,210.0,1.8935978358881875,0.21879375836790266,1.4647620694870982,2.322433602289277,,,,,,,,,,,
hazard,New Building,incidents,11.0,10320.0,197.0,1.9089147286821706,0.23110123114811354,1.455956315631868,2.361873141732473,,,,,,,,,,,
hazard,New Building,incidents,12.0,9607.0,201.0,2.092224419693973,0.26209731239088696,1.5785136874078347,2.6059351519801117,,,,,,,,,,,
hazard,New Building,incidents,13.0,7689.0,170.0,2.210950708804786,0.42293169755630367,1.3820045815944306,3.0398968360151413,,,,,,,,,,,
hazard,New Building,incidents,14.0,7067.0,147.0,2.0800905617659544,0.36858552640954007,1.3576629300032559,2.8025181935286527,,,,,,,,,,,
hazard,New Building,incidents,15.0,6511.0,122.0,1.8737521118107818,0.2666049244195491,1.3512064599484657,2.3962977636730978,,,,,,,,,,,
hazard,New Building,incidents,16.0,5991.0,128.0,2.1365381405441495,0.36960774653019873,1.4121069573449598,2.860969323743339,,,,,,,,,,,
hazard,New Building,incidents,17.0,5461.0,103.0,1.8861014466214978,0.32416126446892557,1.2507453682624037,2.521457524980592,,,,,,,,,,,
hazard,New Building,incidents,18.0,4999.0,79.0,1.5803160632126425,0.2601098521174993,1.0705007530623438,2.090131373362941,,,,,,,,,,,
hazard,New Building,incidents,19.0,4548.0,62.0,1.3632365875109937,0.36380089078805367,0.6501868415664086,2.076286333455579,,,,,,,,,,,
hazard,New Building,incidents,20.0,4147.0,88.0,2.122015915119363,0.45165184782122786,1.2367782933897566,3.0072535368489697,,,,,,,,,,,
hazard,New Building,incidents,21.0,3763.0,93.0,2.4714323677916554,0.5588481141351529,1.3760900640867557,3.566774671496555,,,,,,,,,,,
hazard,New Building,incidents,22.0,3377.0,65.0,1.924785312407462,0.4053188118588351,1.1303604411641452,2.719210183650779,,,,,,,,,,,
hazard,New Building,incidents,23.0,3020.0,47.0,1.5562913907284768,0.361510405290606,0.847730996358889,2.2648517850980645,,,,,,,,,,,
hazard,New Building,incidents,24.0,2724.0,50.0,1.8355359765051396,0.5087470758614513,0.838391707816695,2.832680245193584,,,,,,,,,,,
hazard,New Building,incidents,25.0,2338.0,44.0,1.8819503849443968,0.4900736058620523,0.9214061174547743,2.842494652434019,,,,,,,,,,,
hazard,New Building,incidents,26.0,2081.0,13.0,0.6246996636232581,0.23939499256515415,0.15548547819555603,1.0939138490509603,,,,,,,,,,,
hazard,New Building,incidents,27.0,1849.0,15.0,0.8112493239588967,0.28974717347854095,0.24334486394095645,1.3791537839768369,,,,,,,,,,,
hazard,New Building,incidents,28.0,1655.0,15.0,0.906344410876133,0.3548086335811466,0.21091948905708569,1.6017693326951803,,,,,,,,,,,
hazard,New Building,incidents,29.0,1477.0,28.0,1.8957345971563981,0.6052329527773862,0.7094780097127211,3.081991184600075,,,,,,,,,,,
hazard,New Building,incidents,30.0,1271.0,18.0,1.4162077104642015,0.4534492173048874,0.5274472445466222,2.304968176381781,,,,,,,,,,,
hazard,New Building,incidents,31.0,1102.0,29.0,2.631578947368421,1.0484283635400065,0.5766593548300083,4.686498539906833,,,,,,,,,,,
hazard,New Building,incidents,32.0,966.0,32.0,3.3126293995859215,2.138854818615417,-0.8795260449002957,7.504784844072139,,,,,,,,,,,
hazard,New Building,incidents,33.0,873.0,16.0,1.8327605956471937,0.8632580459991598,0.14077482548884057,3.524746365805547,,,,,,,,,,,
hazard,New Building,incidents,34.0,764.0,9.0,1.1780104712041886,0.4695661025283731,0.2576609102485773,2.0983600321597997,,,,,,,,,,,
hazard,New Building,incidents,35.0,663.0,11.0,1.6591251885369533,0.7723417962516277,0.14533526788376316,3.1729151091901437,,,,,,,,,,,
hazard,New Building,incidents,36.0,579.0,13.0,2.2452504317789295,0.8450768092225533,0.588899885702725,3.901600977855134,,,,,,,,,,,
hazard,Alteration,monitoring,0.0,331654.0,15899.0,4.793851423471449,0.13362594448406984,4.531944572282672,5.055758274660226,,,,,,,,,,,
hazard,Alteration,monitoring,1.0,328907.0,16818.0,5.113299504115145,0.14788890258907617,4.823437255040555,5.4031617531897345,,,,,,,,,,,
hazard,Alteration,monitoring,2.0,325423.0,17109.0,5.257464899530764,0.14648347662393235,4.970357285347857,5.544572513713671,,,,,,,,,,,
hazard,Alteration,monitoring,3.0,321425.0,17468.0,5.434549272769697,0.14224133509455422,5.155756255984371,5.713342289555023,,,,,,,,,,,
hazard,Alteration,monitoring,4.0,318005.0,16315.0,5.130422477633999,0.1316267151296233,4.872434115979938,5.388410839288061,,,,,,,,,,,
hazard,Alteration,monitoring,5.0,313909.0,16417.0,5.229859608994963,0.15167856757837356,4.932569616541351,5.527149601448575,,,,,,,,,,,
hazard,Alteration,monitoring,6.0,309751.0,15657.0,5.0547052309758485,0.15316693501417938,4.754498038348057,5.35491242360364,,,,,,,,,,,
hazard,Alteration,monitoring,7.0,294710.0,14807.0,5.024261138067931,0.1486278016011043,4.732950646929767,5.3155716292060955,,,,,,,,,,,
hazard,Alteration,monitoring,8.0,270107.0,13742.0,5.087613427271415,0.18648968364151963,4.722093647334036,5.4531332072087935,,,,,,,,,,,
hazard,Alteration,monitoring,9.0,247373.0,12001.0,4.85137828299774,0.15070101478014425,4.556004294028657,5.1467522719668235,,,,,,,,,,,
hazard,Alteration,monitoring,10.0,226706.0,11101.0,4.896650287156052,0.1435667185958768,4.615259518708133,5.178041055603971,,,,,,,,,,,
hazard,Alteration,monitoring,11.0,207355.0,10578.0,5.101396156350221,0.18407867230931393,4.740601958623966,5.462190354076476,,,,,,,,,,,
hazard,Alteration,monitoring,12.0,188573.0,9340.0,4.952989028121736,0.19407094855468154,4.57260996895456,5.333368087288911,,,,,,,,,,,
hazard,Alteration,monitoring,13.0,140165.0,7379.0,5.26450968501409,0.23070414221387636,4.812329566274893,5.716689803753288,,,,,,,,,,,
hazard,Alteration,monitoring,14.0,128417.0,7045.0,5.486033780574223,0.2609560786359852,4.9745598664476915,5.997507694700754,,,,,,,,,,,
hazard,Alteration,monitoring,15.0,117780.0,6522.0,5.53744268976057,0.246568864056499,5.054167716209832,6.0207176633113075,,,,,,,,,,,
hazard,Alteration,monitoring,16.0,108319.0,5968.0,5.5096520462707375,0.24843330025826213,5.022722777764543,5.996581314776932,,,,,,,,,,,
hazard,Alteration,monitoring,17.0,99482.0,5709.0,5.7387266038077245,0.37655016930439195,5.000688271971116,6.476764935644333,,,,,,,,,,,
hazard,Alteration,monitoring,18.0,91563.0,4731.0,5.166934241997313,0.27526199447710953,4.627420732822179,5.706447751172448,,,,,,,,,,,
hazard,Alteration,monitoring,19.0,84368.0,4135.0,4.9011473544471835,0.2392861606985546,4.432146479478017,5.37014822941635,,,,,,,,,,,
hazard,Alteration,monitoring,20.0,77402.0,3599.0,4.6497506524379215,0.19934488516102103,4.259034677522321,5.040466627353522,,,,,,,,,,,
hazard,Alteration,monitoring,21.0,71133.0,3616.0,5.0834352550855435,0.24204409411423183,4.609028830621649,5.557841679549438,,,,,,,,,,,
hazard,Alteration,monitoring,22.0,65514.0,3256.0,4.9699300912782,0.21974752388888835,4.539224944455979,5.400635238100421,,,,,,,,,,,
hazard,Alteration,monitoring,23.0,60200.0,3086.0,5.1262458471760795,0.34880843897952435,4.442581306776212,5.809910387575947,,,,,,,,,,,
hazard,Alteration,monitoring,24.0,55018.0,2557.0,4.647569886219056,0.2139135406937218,4.2282993464593615,5.066840425978751,,,,,,,,,,,
hazard,Alteration,monitoring,25.0,49263.0,2545.0,5.1661490368024685,0.3468503666563079,4.486322318156105,5.845975755448832,,,,,,,,,,,
hazard,Alteration,monitoring,26.0,44937.0,2191.0,4.8757148897345175,0.2871949097721692,4.312812866581066,5.438616912887969,,,,,,,,,,,
hazard,Alteration,monitoring,27.0,41147.0,1936.0,4.705081779959657,0.24486463702473862,4.225147091391169,5.185016468528144,,,,,,,,,,,
hazard,Alteration,monitoring,28.0,37857.0,1797.0,4.746810365322133,0.2887180062105396,4.180923073149476,5.312697657494791,,,,,,,,,,,
hazard,Alteration,monitoring,29.0,34731.0,1808.0,5.205723992974576,0.3639194447917225,4.4924418811828,5.9190061047663525,,,,,,,,,,,
hazard,Alteration,monitoring,30.0,31939.0,1546.0,4.84047715958546,0.4163511297832705,4.02442894521025,5.656525373960671,,,,,,,,,,,
hazard,Alteration,monitoring,31.0,29424.0,1428.0,4.853181076672104,0.40129631949569783,4.066640290460537,5.639721862883672,,,,,,,,,,,
hazard,Alteration,monitoring,32.0,27018.0,1189.0,4.400769857132282,0.3193562576220764,3.7748315921930122,5.026708122071552,,,,,,,,,,,
hazard,Alteration,monitoring,33.0,24818.0,1049.0,4.226770892094447,0.281390087256237,3.6752463210722226,4.778295463116672,,,,,,,,,,,
hazard,Alteration,monitoring,34.0,22754.0,934.0,4.104772787202251,0.2401212780738015,3.6341350821775995,4.575410492226902,,,,,,,,,,,
hazard,Alteration,monitoring,35.0,20773.0,792.0,3.812641409521975,0.26967267491166047,3.2840829666951206,4.341199852348829,,,,,,,,,,,
hazard,Alteration,monitoring,36.0,19002.0,788.0,4.146931901905063,0.31973390689389003,3.5202534443930387,4.773610359417088,,,,,,,,,,,
hazard,Alteration,statutory,0.0,331654.0,19536.0,5.890476219192291,0.38710157456945304,5.131757133036163,6.649195305348418,,,,,,,,,,,
hazard,Alteration,statutory,1.0,328907.0,22802.0,6.932658775884977,0.44802271500719565,6.054534254470873,7.81078329729908,,,,,,,,,,,
hazard,Alteration,statutory,2.0,325423.0,20409.0,6.271529670613325,0.4692878413072119,5.35172550165119,7.19133383957546,,,,,,,,,,,
hazard,Alteration,statutory,3.0,321425.0,17875.0,5.5611729019211324,0.4054159192127307,4.766557700264181,6.355788103578084,,,,,,,,,,,
hazard,Alteration,statutory,4.0,318005.0,16811.0,5.28639486800522,0.443204996787735,4.417713074301259,6.155076661709181,,,,,,,,,,,
hazard,Alteration,statutory,5.0,313909.0,16174.0,5.1524486395738895,0.4857853076860251,4.20030943650928,6.104587842638499,,,,,,,,,,,
hazard,Alteration,statutory,6.0,309751.0,14099.0,4.551720575559078,0.3979506718190706,3.7717372587936997,5.331703892324456,,,,,,,,,,,
hazard,Alteration,statutory,7.0,294710.0,12727.0,4.318482576091752,0.34957934147286374,3.6333070668049388,5.003658085378564,,,,,,,,,,,
hazard,Alteration,statutory,8.0,270107.0,12284.0,4.547827342497603,0.3940195680143401,3.7755489891894958,5.320105695805709,,,,,,,,,,,
hazard,Alteration,statutory,9.0,247373.0,10396.0,4.202560505794892,0.31740653497961624,3.5804436972348443,4.82467731435494,,,,,,,,,,,
hazard,Alteration,statutory,10.0,226706.0,9207.0,4.061207025839634,0.2980160076518153,3.477095650842076,4.645318400837192,,,,,,,,,,,
