word,z,n_agency,n_caller
passage,-3.147488759394007,18,192
greenery,-3.1469892118169236,2,93
downward,-3.145177867046759,1,115
mansion,-3.145177867046759,1,115
needsto,-3.145177867046759,1,115
woodside,-3.145177867046759,1,115
responsive,-3.1425763186345996,6,110
shelve,-3.141915153857741,3,93
isblocking,-3.141915153857741,3,93
temple,-3.1362876353341003,1,114
media,-3.1362876353341003,1,114
surround,-3.1362876353341003,1,114
star,-3.131472801203331,2,92
dental,-3.130638454238414,4,97
arrangement,-3.128444439974821,8,123
deliberately,-3.1273196810791335,1,113
therapy,-3.1273196810791335,1,113
lined,-3.1273196810791335,1,113
herself,-3.122937572981151,3,92
thatha,-3.1182726163786705,1,112
dusty,-3.1182726163786705,1,112
breeding,-3.1182726163786705,1,112
propertyand,-3.11578712924341,2,91
taxi,-3.1148641644962956,12,150
workpermit,-3.1095659895997945,5,102
areno,-3.109145015923819,1,111
lounge,-3.1002523123698054,14,163
clog,-3.0999354156456698,1,110
riverside,-3.0999354156456698,1,110
suggested,-3.0999354156456698,1,110
library,-3.099928466509944,2,90
moped,-3.099928466509944,2,90
buildingha,-3.099928466509944,2,90
bee,-3.088495590008886,4,95
research,-3.088495590008886,4,95
downspout,-3.0873356043733344,5,101
sized,-3.086125629852663,10,135
computer,-3.0843593587460783,3,90
steep,-3.0843593587460783,3,90
leffert,-3.0843593587460783,3,90
seeking,-3.0838929594712434,2,89
toget,-3.0838929594712434,2,89
fried,-3.0838929594712434,2,89
coo,-3.0812641569818067,1,108
awful,-3.0812641569818067,1,108
hung,-3.077405679147598,14,162
teenager,-3.071799363583481,1,107
itwa,-3.071799363583481,1,107
reality,-3.071799363583481,1,107
appeared,-3.068959161282137,30,266
accept,-3.0676766249392293,2,88
denying,-3.0676766249392293,2,88
entity,-3.0676766249392293,2,88
confirmation,-3.0676766249392293,2,88
midwood,-3.0676766249392293,2,88
wherea,-3.0676766249392293,2,88
intrusion,-3.0676766249392293,2,88
permitand,-3.0648877203428557,5,100
stream,-3.064749569125791,3,89
medication,-3.0622462971636404,1,106
admitted,-3.0622462971636404,1,106
verbally,-3.0622462971636404,1,106
buidling,-3.0557833484161065,7,113
blueprint,-3.052603277251613,1,105
established,-3.052603277251613,1,105
cold,-3.051445567112885,188,1173
dispute,-3.0512753442042135,2,87
thefence,-3.0512753442042135,2,87
print,-3.0512753442042135,2,87
labeled,-3.0512274656949026,6,106
district,-3.0509178490793154,87,606
mad,-3.044919633192852,3,88
hauling,-3.042868575065701,1,104
isshaking,-3.042868575065701,1,104
oversight,-3.042868575065701,1,104
bmw,-3.042868575065701,1,104
moreover,-3.042868575065701,1,104
cooper,-3.0422180852509597,5,99
oncoming,-3.034684856835044,2,86
appearance,-3.034684856835044,2,86
unprofessional,-3.0330404116463274,1,103
exchange,-3.0330404116463274,1,103
idling,-3.0330404116463274,1,103
resulted,-3.032148705857275,46,363
nycdob,-3.0278633767205605,6,105
cosmetic,-3.0248645819074995,3,87
howard,-3.0248645819074995,3,87
hazmat,-3.0231169558982613,1,102
crown,-3.019322321955946,5,98
sterling,-3.0179007541214147,2,85
backof,-3.0179007541214147,2,85
robert,-3.0179007541214147,2,85
proceeding,-3.013096322536495,1,101
liberty,-3.013096322536495,1,101
thelocation,-3.013096322536495,1,101
nothave,-3.013096322536495,1,101
andnow,-3.013096322536495,1,101
occupiedbuilding,-3.013096322536495,1,101
handyman,-3.013096322536495,1,101
classification,-3.00457927708503,3,86
hoe,-3.0029765699301025,1,100
pleaseinvestigate,-3.0029765699301025,1,100
delivering,-3.0015131699464646,4,91
gold,-3.0015131699464646,4,91
identifying,-3.0015131699464646,4,91
boot,-3.0015131699464646,4,91
stain,-3.000918472133397,2,84
berry,-3.000918472133397,2,84
intoapartment,-3.000918472133397,2,84
george,-3.000918472133397,2,84
standard,-2.9982975812020163,80,562
decatur,-2.9961959235244167,5,97
ball,-2.9927556978378673,1,99
cleaner,-2.9912016095765837,10,131
routine,-2.9840584036645277,3,85
firm,-2.9840584036645277,3,85
evident,-2.9837332843710507,2,83
diner,-2.9837332843710507,2,83
cherry,-2.9837332843710507,2,83
kennel,-2.9837332843710507,2,83
scare,-2.9837332843710507,2,83
breakdown,-2.9837332843710507,2,83
lawful,-2.9837332843710507,2,83
classon,-2.982431645029173,1,98
ofthi,-2.982431645029173,1,98
frozen,-2.982431645029173,1,98
super',-2.982431645029173,1,98
accurate,-2.9728342480816865,5,96
mill,-2.9720022867830673,1,97
constriction,-2.9720022867830673,1,97
sneaking,-2.9720022867830673,1,97
disturbed,-2.967035229636747,10,130
tilting,-2.966340293974796,2,82
henry,-2.962389993617419,8,116
buzz,-2.9614654322579512,1,96
apartment',-2.9614654322579512,1,96
worth,-2.9614654322579512,1,96
buckling,-2.9564435673411564,6,102
morethan,-2.9508188217238187,1,95
nest,-2.9508188217238187,1,95
forover,-2.9508188217238187,1,95
columbu,-2.9508188217238187,1,95
renewal,-2.9487344254647465,2,81
glasse,-2.9487344254647465,2,81
veteran,-2.9487344254647465,2,81
thatare,-2.942287756869362,3,83
playground,-2.940806389934584,36,297
expect,-2.940060123648286,1,94
unlock,-2.940060123648286,1,94
vest,-2.940060123648286,1,94
hamilton,-2.940060123648286,1,94
illuminate,-2.940060123648286,1,94
brake,-2.940060123648286,1,94
residue,-2.940060123648286,1,94
theroof,-2.9330807574426676,21,202
appearing,-2.930910415974454,2,80
livingspace,-2.930910415974454,2,80
bagel,-2.930910415974454,2,80
renewed,-2.930910415974454,2,80
crescent,-2.930910415974454,2,80
mandated,-2.930910415974454,2,80
reset,-2.9291869316271133,1,93
shortly,-2.9291869316271133,1,93
circulation,-2.9291869316271133,1,93
bump,-2.92538579124861,5,94
deeper,-2.92538579124861,5,94
voice,-2.92538579124861,5,94
attend,-2.9216893858861934,11,135
vision,-2.921026392988162,3,82
putnam,-2.921026392988162,3,82
estimated,-2.9181967611491015,1,92
whitestone,-2.9181967611491015,1,92
pretend,-2.9181967611491015,1,92
returning,-2.9181967611491015,1,92
contributing,-2.912862805941565,2,79
crawl,-2.910935795677408,7,107
consumer,-2.9070870461846123,1,91
effective,-2.9070870461846123,1,91
iscurrently,-2.9070870461846123,1,91
tenet,-2.9070870461846123,1,91
maspeth,-2.9070870461846123,1,91
drove,-2.9012890013708024,5,93
enterprise,-2.9012890013708024,5,93
washed,-2.899506260624236,3,81
basementand,-2.899506260624236,3,81
negligent,-2.895855135585973,1,90
write,-2.895855135585973,1,90
classe,-2.895855135585973,1,90
constructioni,-2.895855135585973,1,90
foyer,-2.895855135585973,1,90
hispanic,-2.895855135585973,1,90
lay,-2.895855135585973,1,90
unmarked,-2.8945859292146077,2,78
spout,-2.8945859292146077,2,78
compactor,-2.890546089724594,9,120
vestibule,-2.8882331107460226,8,113
register,-2.8882331107460226,8,113
workshop,-2.884498289287231,1,89
backdoor,-2.884498289287231,1,89
minimal,-2.884498289287231,1,89
everybody,-2.884498289287231,1,89
halsey,-2.8777210276413037,3,80
fountain,-2.8777210276413037,3,80
unload,-2.8777210276413037,3,80
viewed,-2.876936905267455,5,92
connecting,-2.8757221671162423,32,269
illegal,-2.8735550506809164,9718,49244
rescinded,-2.873013674289721,1,88
collapsing,-2.8698128941298156,124,803
fluid,-2.8636936342784463,4,85
dekalb,-2.863090827894274,8,112
atnight,-2.8613983604187667,1,87
ayear,-2.8613983604187667,1,87
rattle,-2.8613983604187667,1,87
intention,-2.8613983604187667,1,87
progressively,-2.8613983604187667,1,87
generate,-2.8613983604187667,1,87
communicate,-2.8608950247866387,7,105
furnace,-2.8586504747331185,13,146
booth,-2.8526508481203234,12,139
dim,-2.849649315835717,1,86
thelast,-2.849649315835717,1,86
socket,-2.849649315835717,1,86
jame,-2.849649315835717,1,86
council,-2.8397949367447755,4,84
county,-2.8377634022882043,1,85
benche,-2.8377634022882043,1,85
elsewhere,-2.8377634022882043,1,85
smith,-2.8377634022882043,1,85
basketball,-2.8377634022882043,1,85
dusk,-2.8377634022882043,1,85
elementary,-2.8377634022882043,1,85
apartmentand,-2.8377634022882043,1,85
ridge,-2.8377308798306045,8,111
crossed,-2.8333287507011753,3,78
mouth,-2.8333287507011753,3,78
tilted,-2.8327267432209204,6,97
latest,-2.8327267432209204,6,97
pile,-2.826098642784153,128,822
splitting,-2.8257373700801,1,84
fault,-2.8156144204721127,4,83
florida,-2.8135678527411265,1,83
grow,-2.8135678527411265,1,83
restricted,-2.8135678527411265,1,83
main,-2.8125152563453635,386,2213
andha,-2.8107078263799896,3,77
patched,-2.8107078263799896,3,77
lint,-2.8107078263799896,3,77
charter,-2.8107078263799896,3,77
mixing,-2.809921435971704,7,103
bean,-2.807239158553828,6,96
performing,-2.8070454619924763,149,937
illegalbasement,-2.8012513613743133,1,82
theboiler,-2.8012513613743133,1,82
voltage,-2.7964061041719663,17,170
endanger,-2.792700943592227,10,123
america,-2.788784278657744,1,81
mother',-2.788784278657744,1,81
authorize,-2.788784278657744,1,81
alarming,-2.788784278657744,1,81
resolving,-2.788784278657744,1,81
inn,-2.788784278657744,1,81
wyckoff,-2.788784278657744,1,81
oversized,-2.784074006123096,7,102
error,-2.7814919004230854,6,95
dad,-2.776162852474877,1,80
sexual,-2.776162852474877,1,80
obtaining,-2.7745879526946027,21,195
recall,-2.76338318914555,1,79
overthe,-2.76338318914555,1,79
ofnoise,-2.76338318914555,1,79
interfere,-2.75798013623197,7,101
beingused,-2.7554796981396144,6,94
flatbush,-2.7554796981396144,6,94
vernon,-2.7413141904590845,4,80
fora,-2.7413141904590845,4,80
taller,-2.7374426906391705,16,161
expand,-2.7343005626175327,13,141
classified,-2.734038171737073,8,107
cardboard,-2.7176237428471786,14,147
nyu,-2.7159374006856356,4,79
flame,-2.710786615539838,9,113
identify,-2.710786615539838,9,113
tampering,-2.707531823913383,8,106
base,-2.7067333833197877,69,480
multifamily,-2.6988471728882026,5,85
pending,-2.6924191313986237,14,146
positioned,-2.690243021165039,4,78
channel,-2.684238794088788,9,112
kent,-2.675798273687036,6,91
marshal,-2.6722427014724084,5,84
burned,-2.6705303367017357,31,253
fully,-2.6705133044213336,266,1559
hancock,-2.6642230906421203,4,77
engaged,-2.6642230906421203,4,77
irving,-2.6642230906421203,4,77
unresponsive,-2.6576713460615653,13,138
crowding,-2.6537899143222266,8,104
position,-2.6529612178229613,19,177
concourse,-2.651044821451956,7,97
locker,-2.6453274418373627,5,83
enable,-2.6453274418373627,5,83
operable,-2.6453274418373627,5,83
marquee,-2.6418223147629267,11,124
thatwa,-2.6378693473111774,4,76
cinderblock,-2.6355443133291474,10,117
tunnel,-2.6304555441791937,9,110
gambling,-2.6259983022644526,17,163
outdated,-2.623645961776371,7,96
clogging,-2.6212484460385883,6,89
wrap,-2.6152195918788625,11,123
i've,-2.608143494500909,0,1510
based,-2.5928834825608913,94,615
allowable,-2.590535307646329,5,81
horizontal,-2.586498633882508,182,1099
developed,-2.5712866863779458,8,101
drywell,-2.5654977033265927,6,87
seating,-2.560892410417069,32,254
rust,-2.553015155012315,13,134
gallon,-2.5430602225910133,12,127
union,-2.535939299740545,36,277
pvc,-2.535939299740545,36,277
basment,-2.525524002977905,17,159
track,-2.5254077012911056,23,197
andno,-2.5200266204335824,9,106
reflect,-2.5167623489379105,64,440
thefloor,-2.5112286547559566,7,92
windshield,-2.5058264566399333,5,78
trained,-2.5058264566399333,5,78
performed,-2.4938467293080664,319,1822
effected,-2.4887861046765334,12,125
rubber,-2.4864004928235457,8,98
cage,-2.48238985148777,7,91
freezer,-2.4795024912121746,6,84
backhoe,-2.4768849137415097,5,77
ther,-2.4725738802956765,13,131
exhausted,-2.4715619812630423,0,1356
coned,-2.4656692305390524,21,182
falsified,-2.4475760615232365,5,76
prince,-2.4475760615232365,5,76
citizen,-2.4357583932533267,0,1317
shot,-2.4284176515380658,8,96
ill,-2.4250925986864047,24,199
forming,-2.4230501836376837,11,116
vagrant,-2.4205087263960627,6,82
suitable,-2.4205087263960627,6,82
cab,-2.418201233490671,15,142
lpc,-2.4178905959329597,5,75
confined,-2.4178905959329597,5,75
fed,-2.38754365593558,18,160
jefferson,-2.37626684458213,9,101
stored,-2.369266743034467,299,1703
reduced,-2.3661301765489857,11,114
inapartment,-2.3639089249481335,7,87
noprotection,-2.3601114257320024,6,80
spilling,-2.3539057023232415,19,165
morri,-2.3491019446505423,14,133
illegaly,-2.3491019446505423,14,133
worship,-2.3470535825510397,26,208
tel,-2.339244796487554,8,93
hinge,-2.339244796487554,8,93
rod,-2.337316340924408,11,113
specific,-2.329401291915746,68,452
pooling,-2.328083152498277,19,164
accumulation,-2.3168747384656783,42,302
observing,-2.316861450308747,9,99
anda,-2.302697609262872,7,85
wired,-2.299534273237512,16,144
capacity,-2.28464313085869,38,277
clinic,-2.278961601780039,11,111
everyone,-2.2661684979201575,0,1140
ledge,-2.26366075156697,17,149
swinging,-2.2549715651537823,24,192
ofa,-2.2494126517149846,11,110
december,-2.2482056944688016,0,1122
combining,-2.247289980978563,8,90
withthe,-2.2400942882691535,7,83
pkwy,-2.2368069156643418,10,103
shipping,-2.2283508816293414,25,197
grant,-2.219610451403929,11,109
anthony,-2.2159903080812415,8,89
mount,-2.208250943150161,7,82
seek,-2.208250943150161,7,82
firefighter,-2.2025243606587694,6,75
sideof,-2.1895507243715935,11,108
signal,-2.1895507243715935,11,108
dilapidated,-2.1843552789666503,8,88
gang,-2.1799285836134845,14,127
duct,-2.1744156863685484,47,324
risk,-2.173734996866522,362,2012
device,-2.167980828560099,167,983
issuing,-2.1655261918352693,20,164
certified,-2.160439267114751,55,369
greater,-2.1592290868309685,11,107
unrelated,-2.151012693978586,14,126
forklift,-2.1334174300445476,16,138
rotten,-2.129195685616898,42,293
excessive,-2.114037158248108,616,3318
dob',-2.1134581517353515,10,99
met,-2.1127898606887894,15,131
configuration,-2.1104531762153167,7,79
accessibility,-2.1045805081496045,24,186
bushwick,-2.0977819869875027,11,105
willoughby,-2.0977819869875027,11,105
grading,-2.0770682413033117,7,78
gasoline,-2.076559763137396,16,136
ofoccupancy,-2.0673023920763476,9,91
boat,-2.0655365188035244,18,148
ask,-2.0577942546893815,0,940
nonstop,-2.0512160648947235,0,934
exposing,-2.043601203080596,32,231
rainwater,-2.0313483361039895,20,159
requiring,-2.0313483361039895,20,159
involving,-2.027721577359282,24,183
thfloor,-2.027689719243001,23,177
whenever,-2.0202346939795053,0,906
rolling,-2.012047361170579,13,115
deceased,-1.985344647973922,10,95
slip,-1.981288244710332,18,145
exceeded,-1.9744223553468505,7,75
prepared,-1.968358418234846,9,88
yes,-1.9671337842460512,0,859
pitched,-1.959963584226445,12,107
burner,-1.959963584226445,12,107
blew,-1.948979745744343,20,156
sport,-1.9393424522790188,7,74
theater,-1.9392516394203525,11,100
collection,-1.9117236434048015,14,118
stacked,-1.9117236434048015,14,118
painted,-1.9078964363639292,154,893
haven't,-1.8995602199692576,0,801
flagger,-1.899304853562757,25,184
leading,-1.8969360656726604,173,993
exceed,-1.8958562816966271,83,510
occupy,-1.892885892999875,73,455
myself,-1.8888580448162693,0,792
hygiene,-1.8859097783509762,10,92
sidedoor,-1.8828861108056079,0,787
oxygen,-1.8683742226117916,17,135
sodium,-1.86243832371024,0,770
bnb,-1.8612285177915735,0,769
shocked,-1.8520932124788518,10,91
somebody,-1.8245614099376184,0,739
online,-1.8134167268630372,0,730
winter,-1.8109308176424785,0,728
issuance,-1.798345962350179,12,102
aren't,-1.797196861181929,0,717
proceed,-1.7915612175208986,13,108
presented,-1.7834121144293853,10,89
lunch,-1.78269526778474,15,120
molding,-1.775742276453708,8,76
grate,-1.7731814067863587,11,95
stoop,-1.7502328586887232,46,298
suffer,-1.7484215570668207,31,213
spice,-1.7476343792299012,0,678
fear,-1.7450547734154103,0,676
impede,-1.7390078548894579,8,75
themselve,-1.7229722140012211,0,659
booking,-1.7190458485960554,0,656
quarter,-1.713134921815284,49,313
developer,-1.7121181859387482,85,510
notworking,-1.7019269406116642,0,643
breaker,-1.6988956810574645,82,493
they've,-1.6979519156765985,0,640
recreational,-1.6978333093501405,12,99
consistently,-1.6966248380040112,0,639
slightly,-1.6897657569030624,14,111
daily,-1.688594146157417,359,1942
ona,-1.6882319774255525,9,80
emanating,-1.6882319774255525,9,80
hide,-1.6859706159514731,0,631
loading,-1.6836957507303145,70,427
attracting,-1.6712101712621286,0,620
proofing,-1.660555639106962,19,140
produce,-1.6585444529452393,29,198
unloading,-1.655628901265709,32,215
spoken,-1.6495046904702233,0,604
scale,-1.641654305844294,10,85
generated,-1.641654305844294,10,85
permitted,-1.6324192416678895,277,1513
dep,-1.63089073948723,98,575
data,-1.6141388791639386,9,78
movement,-1.6068140715799948,35,230
recommended,-1.60525402063464,10,84
vegetation,-1.60525402063464,10,84
licence,-1.60525402063464,10,84
andthere,-1.5925347748686713,0,563
fired,-1.590700391754262,14,108
contracting,-1.5889035736992412,33,218
random,-1.5854471979181384,0,558
ignored,-1.584025877351434,0,557
atop,-1.5684529765973323,10,83
repeatedly,-1.563991782736829,0,543
telling,-1.5495231506950142,0,533
holiday,-1.5436977307513364,0,529
invading,-1.5363848976814407,0,524
fireplace,-1.523935350396877,12,94
husband,-1.5157212929120465,0,510
andthey,-1.4977827691274204,0,498
workwithout,-1.49361365991405,10,81
failing,-1.4925121811705049,25,169
continuously,-1.4872187205039467,0,491
understand,-1.485703439336901,0,490
inconvenience,-1.4826682315427442,0,488
unacceptable,-1.4796267980291067,0,486
hello,-1.4627858895937407,0,475
questionable,-1.4604914699551022,21,145
finding,-1.4531817479944917,20,139
combination,-1.4526903179252777,13,98
towed,-1.450415151503695,0,467
pandemic,-1.4488613831069825,0,466
documentation,-1.4349576850013748,51,311
containing,-1.4337634172939546,17,121
impression,-1.4269310025410236,0,452
pathway,-1.417509454340025,40,250
unto,-1.4174777333448967,42,261
certification,-1.414256074231537,58,348
discharge,-1.38893444825156,26,171
disruptive,-1.3869074318705443,0,427
gut,-1.384417200755641,138,770
tap,-1.3786375058332947,12,90
feed,-1.377518498846524,11,84
upon,-1.3720766356617666,133,743
cane,-1.370570809368187,0,417
assess,-1.3691346000985838,21,142
tischler,-1.3590183399491846,0,410
bent,-1.3581843699578608,23,153
contained,-1.3549496971590662,15,107
knowledge,-1.3490374910720304,0,404
bound,-1.3423423665022283,0,400
automatic,-1.340259636489502,9,71
western,-1.3387252113897772,10,77
blood,-1.3347601994374623,17,118
refusing,-1.3288509320079438,0,392
rely,-1.3169325600851125,0,385
anymore,-1.3100733841938128,0,381
whom,-1.3100733841938128,0,381
google,-1.3100733841938128,0,381
accepted,-1.308596754037646,31,196
immigrant,-1.3049053428899766,0,378
pocket,-1.2988597176592138,10,76
mta,-1.2982336110400114,23,151
entry,-1.293219331250312,209,1131
terrible,-1.2787518963926114,0,363
sucked,-1.2787518963926114,0,363
eyesore,-1.2752242468856303,0,361
elder,-1.2699144000844658,0,358
doingconstruction,-1.2681395107925142,0,357
privacy,-1.2681395107925142,0,357
partition,-1.2658472482202017,125,694
band,-1.2657747499538088,12,87
harassing,-1.2645822592871554,0,355
luggage,-1.2592275412850422,0,352
stack,-1.2562748007142648,22,144
present,-1.2484876115683572,350,1848
monthly,-1.2432973752140166,36,221
poster,-1.2432973752140166,36,221
destroying,-1.2393956724269277,0,341
future,-1.2380052592020634,51,302
corridor,-1.2327035360237744,25,160
pollution,-1.2302755153829954,0,336
quickly,-1.2284433593061175,0,335
purchased,-1.2229304228030309,0,332
leveled,-1.2192412840890186,0,330
luxury,-1.2118293166944303,0,326
attract,-1.208106281319362,0,324
what',-1.200625578456113,0,320
ozone,-1.1968676945091494,0,318
definitely,-1.1949843212201994,0,317
dealing,-1.1874209577061177,0,313
tonight,-1.1836211532391585,0,311
quiet,-1.1798091114420985,0,309
restriction,-1.1798091114420985,0,309
notpast,-1.1721478378977357,0,305
operator,-1.1698148389465937,43,256
scary,-1.16829836227236,0,303
submitting,-1.1663688604092692,0,302
dollar,-1.162500249509233,0,300
arthur,-1.1586187220724304,0,298
isno,-1.1527719268784995,0,295
slope,-1.1517844519241258,45,266
totally,-1.1488575334020612,0,293
exact,-1.1449297577411794,0,291
respectfully,-1.142960808496401,0,290
eventually,-1.1409884616940669,0,289
sun,-1.1370335046637006,0,287
pad,-1.134797460632352,66,377
better,-1.1330647435993,0,285
completion,-1.1310876781500852,22,140
ppl,-1.1310751411652,0,284
appear,-1.1300016943776312,1014,5175
normally,-1.1230814866634393,0,280
realty,-1.1210741676063063,0,279
chunk,-1.1190632480896505,0,278
seperate,-1.1172337051511159,16,106
toddler,-1.1172337051511159,16,106
speaking,-1.11704870866875,0,277
absolutely,-1.1150305297232268,0,276
peopleliving,-1.1130086914548216,0,275
appreciate,-1.1130086914548216,0,275
important,-1.1109831738851241,0,274
thisi,-1.106921020013609,0,272
pretty,-1.1048843428333048,0,271
disregard,-1.1048843428333048,0,271
considered,-1.1028439045899359,0,270
carriage,-1.0987516610615344,0,268
kindly,-1.0905211078321178,0,264
infested,-1.0884537454663856,0,263
physically,-1.0884537454663856,0,263
yelling,-1.0863824491287548,0,262
whose,-1.0863824491287548,0,262
won,-1.0801447297548603,0,259
strange,-1.0759661611744775,0,257
ignore,-1.0675599607968214,0,253
raining,-1.0633319411289845,0,251
wake,-1.061211614680883,0,250
fined,-1.0590870434505617,0,249
provision,-1.0590006802961374,11,76
levy,-1.0548250639967085,0,247
explain,-1.0548250639967085,0,247
canopy,-1.054341033707152,74,415
myapartment,-1.0505457948692956,0,245
drumgoole,-1.0483996105506088,0,244
mybuilding,-1.0483996105506088,0,244
slow,-1.046249023918565,0,243
wouldn't,-1.044094007769992,0,242
leverett,-1.0419345346204003,0,241
we've,-1.0419345346204003,0,241
disgusting,-1.0419345346204003,0,241
taxe,-1.0376021059489993,0,239
exactly,-1.0354290940144284,0,238
busy,-1.0332515122447454,0,237
i'd,-1.0332515122447454,0,237
idea,-1.0332515122447454,0,237
umbrella,-1.0310693316859638,0,236
scene,-1.0291464338389842,12,81
tend,-1.0288825230770502,0,235
killed,-1.026691056845352,0,234
loudly,-1.022294031636788,0,232
exemption,-1.020088411914056,0,231
simply,-1.020088411914056,0,231
ridiculou,-1.020088411914056,0,231
stolen,-1.015662803893074,0,229
outlet,-1.0138344205141403,203,1077
areworking,-1.0134427528486234,0,228
direction,-1.0065767634974843,52,297
urban,-1.0022687410022517,0,223
mental,-1.0022687410022517,0,223
worry,-1.0000189565484843,0,222
feeling,-0.999641638360895,37,217
isn,-0.9977640994168758,0,221
screaming,-0.9955041351379662,0,220
she',-0.9955041351379662,0,220
didn,-0.9955041351379662,0,220
afterhour,-0.9939712420406146,47,270
odd,-0.9932390288501457,0,219
extent,-0.9928500703750275,15,97
html,-0.9909687452933824,0,218
advance,-0.9909687452933824,0,218
sublet,-0.9864125033022301,0,216
ford,-0.9818351188690909,0,214
fraud,-0.9772362948997905,0,212
beenworking,-0.9772362948997905,0,212
erecting,-0.9735829820531555,40,232
leader,-0.9732217713973828,24,146
tired,-0.970297192579377,0,209
material,-0.9664355867178014,1186,6004
people',-0.9656434233089871,0,207
crazy,-0.9633081080580048,0,206
service,-0.960664201724377,2577,12916
potential,-0.9599157837982223,273,1428
lord,-0.9562679454201546,0,203
threaten,-0.95390967861719,0,202
incredibly,-0.95390967861719,0,202
knowing,-0.9396357973739002,0,196
addict,-0.9396357973739002,0,196
managing,-0.9396357973739002,0,196
thelandlord,-0.9396357973739002,0,196
involve,-0.9348294069994483,0,194
inplace,-0.9340792930854226,16,101
streeteasy,-0.9324169212199651,0,193
partner,-0.9324169212199651,0,193
lawyer,-0.9324169212199651,0,193
nature,-0.9299981774855607,0,192
rectify,-0.927573126841425,0,191
united,-0.927573126841425,0,191
formal,-0.927573126841425,0,191
gmail,-0.9251417196911286,0,190
greenline,-0.9227039057847901,0,189
unfortunately,-0.9227039057847901,0,189
mosquitoe,-0.9227039057847901,0,189
harass,-0.9202596342069562,0,188
unfair,-0.9202596342069562,0,188
clearance,-0.9187912302628534,21,128
mirror,-0.9159119924503069,19,117
tourist,-0.9153515109723982,0,186
lied,-0.9153515109723982,0,186
gonna,-0.9153515109723982,0,186
excuse,-0.9128875540437428,0,185
unaware,-0.9128875540437428,0,185
instagram,-0.9128875540437428,0,185
complying,-0.9121655553522228,29,171
urge,-0.9104169288733868,0,184
offered,-0.9104169288733868,0,184
stinky,-0.9104169288733868,0,184
occurrence,-0.9079395810257962,0,183
landlord',-0.9079395810257962,0,183
substance,-0.9079395810257962,0,183
bisweb,-0.9079395810257962,0,183
offender,-0.9054554553207534,0,182
unhealthy,-0.9054554553207534,0,182
pressed,-0.9054554553207534,0,182
urgently,-0.9054554553207534,0,182
personally,-0.9054554553207534,0,182
displaying,-0.9049126460348254,12,78
soft,-0.9049126460348254,12,78
sensor,-0.9029644958190187,0,181
whatsoever,-0.9029644958190187,0,181
willing,-0.9004666458076293,0,180
slamming,-0.9004666458076293,0,180
isstill,-0.8979618477848356,0,179
aswell,-0.8979618477848356,0,179
beengoing,-0.8979618477848356,0,179
extention,-0.8971723638762943,18,111
marble,-0.896492539947771,16,100
sunlight,-0.8954500434446557,0,178
sanding,-0.8954500434446557,0,178
uncomfortable,-0.8954500434446557,0,178
respect,-0.8929311736610397,0,177
preservation,-0.8929311736610397,0,177
cancer,-0.8929311736610397,0,177
eviction,-0.8929311736610397,0,177
weird,-0.8929311736610397,0,177
aggressive,-0.8904051784716293,0,176
perhap,-0.8904051784716293,0,176
supposedly,-0.8904051784716293,0,176
formally,-0.8904051784716293,0,176
harassed,-0.887871997061103,0,175
government,-0.887871997061103,0,175
booked,-0.887871997061103,0,175
roommate,-0.887871997061103,0,175
box,-0.8864425941496077,237,1239
zillow,-0.8827838279476597,0,173
prohibit,-0.8776661620785193,0,171
negligence,-0.8776661620785193,0,171
sense,-0.8776661620785193,0,171
explanation,-0.8776661620785193,0,171
messed,-0.8776661620785193,0,171
randomly,-0.8725184804234306,0,169
dear,-0.8725184804234306,0,169
blasting,-0.8725184804234306,0,169
nighttime,-0.8725184804234306,0,169
substantial,-0.8653180968710478,20,121
answering,-0.8621309159745654,0,165
hardship,-0.8621309159745654,0,165
thousand,-0.8621309159745654,0,165
beenconverted,-0.8595144103421057,0,164
persistent,-0.8595144103421057,0,164
intermittently,-0.8595144103421057,0,164
scattered,-0.8587190150527578,14,88
price,-0.8568899154822027,0,163
shade,-0.8568899154822027,0,163
trespass,-0.8568899154822027,0,163
god,-0.8542573577600724,0,162
meadow,-0.8542573577600724,0,162
watching,-0.8542573577600724,0,162
fighting,-0.8528604518242424,29,169
laundering,-0.8516166624028139,0,161
depend,-0.8516166624028139,0,161
instance,-0.8489677534746304,0,160
periodically,-0.8489677534746304,0,160
subdividing,-0.8489677534746304,0,160
mainly,-0.8463105538513492,0,159
ensure,-0.8455335593472282,161,850
fedex,-0.8436449851942213,0,158
partying,-0.8436449851942213,0,158
knew,-0.8436449851942213,0,158
greatly,-0.8436449851942213,0,158
fixe,-0.8436449851942213,0,158
trench,-0.8431254559454734,27,158
judge,-0.8409709679229737,0,157
dialysi,-0.8409709679229737,0,157
pattern,-0.8382884211880844,0,156
save,-0.8382884211880844,0,156
condemned,-0.8382884211880844,0,156
demand,-0.8382884211880844,0,156
abuse,-0.8355972628422641,0,155
ridgewood,-0.8355972628422641,0,155
facebook,-0.8355972628422641,0,155
understanding,-0.8355972628422641,0,155
task,-0.8337574410022838,25,147
talked,-0.832897409411099,0,154
vermin,-0.8247448233138595,0,151
chronically,-0.8247448233138595,0,151
awhile,-0.8247448233138595,0,151
thepast,-0.8247448233138595,0,151
leasing,-0.8220093271784081,0,150
bayside,-0.8220093271784081,0,150
advantage,-0.8220093271784081,0,150
appliance,-0.8196226985635837,87,470
