Coefficient,Estimate,Std. Error,t value,Pr(>|t|),2.5%,97.5%,contrast,outcome,arms_length
C(event_t)[T.-2],0.0654478928710419,37.67755941353321,0.0017370523433514647,0.9986140502423098,-73.78554337580462,73.91643916154672,W->A vs W->W,n_ecb,True
C(event_t)[T.-1],0.10353039149690324,56.51615372713054,0.0018318725650858215,0.9985383956884117,-110.67259312626717,110.87965390926098,W->A vs W->W,n_ecb,True
C(event_t)[T.0],0.15264960893561075,75.35498083856082,0.0020257401333913755,0.9983837139108442,-147.54906246004992,147.85436167792113,W->A vs W->W,n_ecb,True
C(event_t)[T.1],0.2185297276120947,94.19435760688685,0.0023199874510967233,0.998148941918449,-184.4098482635085,184.8469077187327,W->A vs W->W,n_ecb,True
C(event_t)[T.2],0.23675591105377913,113.03334945405304,0.0020945668884209978,0.9983287988875083,-221.3175335263373,221.79104534844487,W->A vs W->W,n_ecb,True
C(event_t)[T.3],0.25848768597421146,131.87171913043989,0.00196014496268552,0.9984360505467822,-258.2204936938366,258.73746906578504,W->A vs W->W,n_ecb,True
C(event_t)[T.4],0.2857596434400139,150.7098901753669,0.0018960908478368762,0.9984871576218795,-295.1175243454463,295.6890436323264,W->A vs W->W,n_ecb,True
event_t::-4:treat,-0.00028524764462373246,0.002153370528156755,-0.13246565832211846,0.8946172758845874,-0.004506023898406438,0.003935528609158973,W->A vs W->W,n_viol,True
event_t::-3:treat,0.00042369989436737994,0.002189105521963876,0.19354932419487622,0.8465306861724669,-0.0038671197687208643,0.0047145195574556245,W->A vs W->W,n_viol,True
event_t::-2:treat,0.0028683390050928464,0.0021631340305752087,1.326010762416841,0.18485080990173874,-0.00137157448430385,0.007108252494489543,W->A vs W->W,n_viol,True
event_t::0:treat,0.004095468334824286,0.0027198820716321298,1.505752171220682,0.1321461121320333,-0.0012357152728852908,0.009426651942533863,W->A vs W->W,n_viol,True
event_t::1:treat,0.006437799197100613,0.0030620663947624298,2.10243618757329,0.03552716743807638,0.00043590729901550173,0.012439691095185723,W->A vs W->W,n_viol,True
event_t::2:treat,0.004970983586227044,0.003236501946790866,1.5359124350770106,0.1245751897865337,-0.0013728157663300657,0.011314782938784154,W->A vs W->W,n_viol,True
event_t::3:treat,0.0010394715180537743,0.0028364839343348615,0.3664648001249914,0.71402203115671,-0.004520260946811283,0.006599203982918832,W->A vs W->W,n_viol,True
event_t::4:treat,0.0017677102368773934,0.003043417705405692,0.5808306344993662,0.5613609494581517,-0.004197628757667951,0.007733049231422737,W->A vs W->W,n_viol,True
C(event_t)[T.-3],0.03794843446805215,9.53491270546324,0.003979945662880453,0.9968245096589126,-18.651233293842772,18.727130162778877,W->A vs W->W,n_viol,True
C(event_t)[T.-2],0.07603659180195196,19.069863454328562,0.003987264616973062,0.9968186700955268,-37.302401432891486,37.45447461649539,W->A vs W->W,n_viol,True
C(event_t)[T.-1],0.11580592351441382,28.60490667997489,0.004048463601368249,0.9967698413564814,-55.95206965935387,56.1836815063827,W->A vs W->W,n_viol,True
C(event_t)[T.0],0.1635789111881815,38.139932793676344,0.0042889145104970695,0.9965779932803103,-74.59370068909193,74.9208585114683,W->A vs W->W,n_viol,True
C(event_t)[T.1],0.20370262091929697,47.67503500547684,0.0042727314389154804,0.9965909052285213,-93.24313015505507,93.65053539689367,W->A vs W->W,n_viol,True
C(event_t)[T.2],0.2391959699720644,57.21027841066416,0.004180996433107335,0.9966640976326753,-111.8974667318826,112.37585867182672,W->A vs W->W,n_viol,True
C(event_t)[T.3],0.2751800240997215,66.74519740669052,0.004122843811862597,0.9967104957492561,-130.55067673606618,131.1010367842656,W->A vs W->W,n_viol,True
C(event_t)[T.4],0.31108415970089476,76.28018380925698,0.004078177898453663,0.9967461332605656,-149.20409878091684,149.82626710031863,W->A vs W->W,n_viol,True
event_t::-4:treat,-0.014011518892946167,0.01684881567378076,-0.8316025983209108,0.40565896918209376,-0.04703975967472892,0.01901672188883658,A->W vs A->A,n_comp,True
event_t::-3:treat,-0.017470926776513244,0.015393133874928015,-1.1349817989285138,0.25641811802334,-0.047645637085588374,0.01270378353256189,A->W vs A->A,n_comp,True
event_t::-2:treat,-0.0021302125788108775,0.015318885747014002,-0.13905793241039768,0.8894079908711505,-0.032159376453417224,0.027898951295795466,A->W vs A->A,n_comp,True
event_t::0:treat,-0.023641629481016228,0.023968889716100315,-0.9863464583065664,0.32399398479460384,-0.07062714324904219,0.023343884287009734,A->W vs A->A,n_comp,True
event_t::1:treat,0.023840918526180827,0.031303888945167564,0.7615960613692757,0.44632434842810365,-0.03752317978822482,0.08520501684058648,A->W vs A->A,n_comp,True
event_t::2:treat,0.016015056767707807,0.02431092602103348,0.6587596356408554,0.5100697419600697,-0.031640940769276676,0.06367105430469229,A->W vs A->A,n_comp,True
event_t::3:treat,0.03374439634240331,0.033602899337109526,1.0042108570416577,0.31530840711825947,-0.03212638483061073,0.09961517751541735,A->W vs A->A,n_comp,True
event_t::4:treat,0.03796728839180084,0.03207084217654078,1.1838569184682404,0.23650609044627569,-0.02490024591980549,0.10083482270340716,A->W vs A->A,n_comp,True
C(event_t)[T.-3],0.01642343544395776,125.88475124042104,0.00013046405765692348,0.9998959081077552,-246.7517741176651,246.784620988553,A->W vs A->A,n_comp,True
C(event_t)[T.-2],0.044284491773701355,251.76939186066474,0.00017589307201492334,0.9998596621706763,-493.4918937689448,493.58046275249217,A->W vs A->A,n_comp,True
C(event_t)[T.-1],0.08259455796716031,377.65406857737963,0.0002187042715527823,0.9998255048803486,-740.221635169218,740.3868242851522,A->W vs A->A,n_comp,True
C(event_t)[T.0],0.1954799582032032,503.5395794569407,0.00038821170406112896,0.999690261895172,-986.8784364204887,987.2693963368952,A->W vs A->A,n_comp,True
C(event_t)[T.1],0.22371987365129103,629.4244759130328,0.00035543561175749744,0.9997164125860456,-1233.618678720184,1234.0661184674868,A->W vs A->A,n_comp,True
C(event_t)[T.2],0.2112723905785512,755.3111216996441,0.00027971571516534013,0.9997768263665259,-1480.4030375798748,1480.825582361032,A->W vs A->A,n_comp,True
C(event_t)[T.3],0.20868094610817708,881.1953735039647,0.00023681575321756748,0.999811054476244,-1727.1728475474677,1727.590209439684,A->W vs A->A,n_comp,True
C(event_t)[T.4],0.22571379166945477,1007.0782291542461,0.00022412736680745384,0.9998211780163464,-1973.9202963850832,1974.3717239684222,A->W vs A->A,n_comp,True
event_t::-4:treat,0.0021152629101465208,0.008110065043565913,0.2608194754029323,0.7942386690802692,-0.013782660492959245,0.018013186313252286,A->W vs A->A,n_conv,True
event_t::-3:treat,-0.01071870106997232,0.00647031624684426,-1.6565961633173816,0.09764171251951836,-0.023402272845738536,0.001964870705793896,A->W vs A->A,n_conv,True
event_t::-2:treat,-0.0009055203962563557,0.006394922399843886,-0.14159990374214101,0.8873997310423327,-0.01344129981792446,0.011630259025411748,A->W vs A->A,n_conv,True
event_t::0:treat,-0.02168182045780866,0.0073337966638239134,-2.9564250894438553,0.0031216797590836176,-0.036058047650699435,-0.007305593264917885,A->W vs A->A,n_conv,True
event_t::1:treat,-0.017717564353238017,0.007854446754323351,-2.255736770191443,0.024114944972955632,-0.03311440669706976,-0.002320722009406268,A->W vs A->A,n_conv,True
event_t::2:treat,-0.016747554316017103,0.007492452914469486,-2.235256531765997,0.0254289442214648,-0.03143479071865377,-0.002060317913380431,A->W vs A->A,n_conv,True
event_t::3:treat,-0.00828593138572729,0.007658448506336993,-1.0819334201791766,0.27931584600299386,-0.023298564094137917,0.0067267013226833365,A->W vs A->A,n_conv,True
event_t::4:treat,-0.004564246225745038,0.008673822646901466,-0.526209309499257,0.5987578752365306,-0.021567287176934777,0.0124387947254447,A->W vs A->A,n_conv,True
C(event_t)[T.-3],0.044549118631883815,59.31752816115698,0.0007510279004015547,0.999400785859667,-116.23386715816338,116.32296539542713,A->W vs A->A,n_conv,True
C(event_t)[T.-2],0.08246890010146297,118.63584194492053,0.0006951432109341046,0.9994453739375901,-232.47590368651663,232.64084148671958,A->W vs A->A,n_conv,True
C(event_t)[T.-1],0.1282957743469346,177.95342186882758,0.0007209514321197125,0.9994247826271481,-348.70859455807204,348.96518610676594,A->W vs A->A,n_conv,True
C(event_t)[T.0],0.18469860122964618,237.2712642685173,0.0007784280232966803,0.9993789244377165,-464.9312240005935,465.30062120305274,A->W vs A->A,n_conv,True
C(event_t)[T.1],0.22494853985363736,296.5893441847358,0.0007584511860059418,0.9993948631278342,-581.170471928081,581.6203690077882,A->W vs A->A,n_conv,True
C(event_t)[T.2],0.2617378292594161,355.9077076669891,0.0007354092749919184,0.9994132473134794,-697.4137363709945,697.9372120295134,A->W vs A->A,n_conv,True
C(event_t)[T.3],0.2914232944862812,415.2248609216009,0.0007018445230843371,0.9994400272382267,-813.6617322642229,814.2445788531955,A->W vs A->A,n_conv,True
C(event_t)[T.4],0.3309703592659492,474.54328896077755,0.0006974503000363891,0.9994435332067635,-929.9023654808121,930.5643061993441,A->W vs A->A,n_conv,True
event_t::-4:treat,0.006841260008959105,0.014038284335214453,0.48732878217875164,0.6260391661256997,-0.020677578357117567,0.03436009837503578,A->W vs A->A,n_ecb,True
event_t::-3:treat,0.017484188283770984,0.013504840146724525,1.294660884083964,0.1954758898988378,-0.008988955035115792,0.04395733160265776,A->W vs A->A,n_ecb,True
event_t::-2:treat,0.0035126998850592917,0.0128998870344092,0.2723047012496702,0.7853950108953351,-0.021774571533861715,0.028799971303980296,A->W vs A->A,n_ecb,True
event_t::0:treat,0.003514710857724188,0.012865700672677657,0.27318456624661186,0.7847186374700073,-0.021705546035749812,0.028734967751198187,A->W vs A->A,n_ecb,True
event_t::1:treat,0.023640796639808396,0.017463365488959045,1.353736578138672,0.1758599921618471,-0.010592128177997987,0.05787372145761478,A->W vs A->A,n_ecb,True
event_t::2:treat,0.03974491454264369,0.01884479807382869,2.1090655568148913,0.034970982638832915,0.0028040078155879625,0.07668582126969942,A->W vs A->A,n_ecb,True
event_t::3:treat,0.02029649437401069,0.015886936382876242,1.2775587366162866,0.20144340503623148,-0.010846202554832748,0.051439191302854126,A->W vs A->A,n_ecb,True
event_t::4:treat,0.04064266364763005,0.019348806537797417,2.100525609589181,0.035714924190381137,0.002713763863595238,0.07857156343166485,A->W vs A->A,n_ecb,True
C(event_t)[T.-3],0.02251223869564861,84.66885030661855,0.0002658857255545943,0.9997878607446118,-165.9513596813009,165.99638415869217,A->W vs A->A,n_ecb,True
C(event_t)[T.-2],0.06390808949742344,169.33683932831144,0.00037740216335039765,0.9996988863813929,-331.8821473988359,332.0099635778308,A->W vs A->A,n_ecb,True
C(event_t)[T.-1],0.10107300786104492,254.0052092699045,0.0003979170669434788,0.9996825183868809,-497.81791275495306,498.0200587706751,A->W vs A->A,n_ecb,True
C(event_t)[T.0],0.1408846580048922,338.6733398084817,0.00041598980919065504,0.9996680988921796,-663.7505620845571,664.0323314005669,A->W vs A->A,n_ecb,True
C(event_t)[T.1],0.18070675969988886,423.34181874312065,0.0004268578054405247,0.999659427766832,-829.6838839132242,830.045297432624,A->W vs A->A,n_ecb,True
C(event_t)[T.2],0.2055313222580851,508.0110998510846,0.00040458037692155417,0.9996772020070073,-995.6337757579453,996.0448384024616,A->W vs A->A,n_ecb,True
C(event_t)[T.3],0.22985235092307654,592.6780335882002,0.0003878199256542393,0.9996905744789861,-1161.579569654112,1162.039274355958,A->W vs A->A,n_ecb,True
C(event_t)[T.4],0.25667058314924923,677.3479357924325,0.0003789346207263024,0.9996976636969239,-1327.5286853460218,1328.0420265123205,A->W vs A->A,n_ecb,True
event_t::-4:treat,-0.0019175822737172808,0.0059043267935907605,-0.3247757688139563,0.7453595690455526,-0.013491661471254619,0.009656496923820057,A->W vs A->A,n_viol,True
event_t::-3:treat,-0.00016821833558459086,0.004920936279937788,-0.03418421333159744,0.9727311372815852,-0.009814585859120145,0.009478149187950964,A->W vs A->A,n_viol,True
event_t::-2:treat,0.006744642299226712,0.00562488523195607,1.199071984777411,0.2305366922924703,-0.00428165577465157,0.017770940373104994,A->W vs A->A,n_viol,True
event_t::0:treat,-0.0008034422386724769,0.005515806550683175,-0.14566178695533918,0.8841921851312482,-0.011615916562621153,0.010009032085276199,A->W vs A->A,n_viol,True
event_t::1:treat,0.0021571235951697047,0.0064919924932611535,0.3322745054632844,0.7396909937922458,-0.010568939492731674,0.014883186683071082,A->W vs A->A,n_viol,True
event_t::2:treat,0.0061292196411808575,0.006427358878851575,0.9536140359842504,0.3403088511307424,-0.006470144061989377,0.018728583344351093,A->W vs A->A,n_viol,True
event_t::3:treat,0.005602512841835951,0.005832168975099842,0.9606225172411164,0.3367720333827986,-0.00583011749368345,0.017035143177355352,A->W vs A->A,n_viol,True
event_t::4:treat,0.0035493249970857043,0.005754572805817724,0.6167834028439833,0.5373957560138325,-0.007731195836352672,0.014829845830524081,A->W vs A->A,n_viol,True
C(event_t)[T.-3],0.033341030778232285,43.22259816736521,0.0007713796067772273,0.9993845480769608,-84.69465452249284,84.7613365840493,A->W vs A->A,n_viol,True
C(event_t)[T.-2],0.06998635077042029,86.44553142041876,0.0008096005614223021,0.9993540531626393,-169.38666161445016,169.526634315991,A->W vs A->A,n_viol,True
C(event_t)[T.-1],0.10707480500258383,129.66813774733586,0.0008257603360605352,0.9993411599490378,-254.0775847084201,254.29173431842526,A->W vs A->A,n_viol,True
C(event_t)[T.0],0.15353200400713027,172.8908134961343,0.0008880286980115523,0.9992914786086264,-338.7592751433021,339.0663391513163,A->W vs A->A,n_viol,True
C(event_t)[T.1],0.19223953970301097,216.113424250495,0.0008895307654752069,0.9992902801714014,-423.4485878347965,423.8330669142025,A->W vs A->A,n_viol,True
C(event_t)[T.2],0.2259587969656694,259.3364719829032,0.0008712958699483108,0.9993048290370736,-508.14374540001546,508.59566299394675,A->W vs A->A,n_viol,True
C(event_t)[T.3],0.2580327139677111,302.5587811707889,0.000852834986210684,0.9993195582095873,-592.8391005582591,593.3551659861946,A->W vs A->A,n_viol,True
C(event_t)[T.4],0.2937996568228955,345.7816026915419,0.0008496682719264928,0.9993220847994349,-677.5317670017912,678.119366315437,A->W vs A->A,n_viol,True
